ref_area,indicator,source,classif1,time,obs_value,obs_status,note_classif,note_indicator,note_source
AFG,EAR_GGAP_OCU_RT,BB:6361,OCU_ISCO08_TOTAL,2014,7.28,,,T30:110,R1:3513
AFG,EAR_GGAP_OCU_RT,BB:6361,OCU_ISCO08_1,2014,-19.52,,,T30:110,R1:3513
AFG,EAR_GGAP_OCU_RT,BB:6361,OCU_ISCO08_2,2014,15.54,,,T30:110,R1:3513
AFG,EAR_GGAP_OCU_RT,BB:6361,OCU_ISCO08_3,2014,10.23,,,T30:110,R1:3513
AFG,EAR_GGAP_OCU_RT,BB:6361,OCU_ISCO08_4,2014,9.36,,,T30:110,R1:3513
AFG,EAR_GGAP_OCU_RT,BB:6361,OCU_ISCO08_5,2014,39.72,,,T30:110,R1:3513
AFG,EAR_GGAP_OCU_RT,BB:6361,OCU_ISCO08_6,2014,-22.87,,,T30:110,R1:3513
AFG,EAR_GGAP_OCU_RT,BB:6361,OCU_ISCO08_7,2014,56.01,,,T30:110,R1:3513
AFG,EAR_GGAP_OCU_RT,BB:6361,OCU_ISCO08_8,2014,-134.03,,,T30:110,R1:3513
AFG,EAR_GGAP_OCU_RT,BB:6361,OCU_ISCO08_9,2014,-48.01,,,T30:110,R1:3513
AFG,EAR_GGAP_OCU_RT,BB:6361,OCU_ISCO08_X,2014,25.07,,,T30:110,R1:3513
AFG,EAR_GGAP_OCU_RT,BA:15715,OCU_ISCO08_TOTAL,2020,-125.61,,,T30:110,R1:3513
AFG,EAR_GGAP_OCU_RT,BA:15715,OCU_ISCO08_1,2020,-124.6,,,T30:110,R1:3513
AFG,EAR_GGAP_OCU_RT,BA:15715,OCU_ISCO08_2,2020,-35.25,,,T30:110,R1:3513
AFG,EAR_GGAP_OCU_RT,BA:15715,OCU_ISCO08_3,2020,-32.45,,,T30:110,R1:3513
AFG,EAR_GGAP_OCU_RT,BA:15715,OCU_ISCO08_4,2020,-47.2,,,T30:110,R1:3513
AFG,EAR_GGAP_OCU_RT,BA:15715,OCU_ISCO08_5,2020,-61.34,,,T30:110,R1:3513
AFG,EAR_GGAP_OCU_RT,BA:15715,OCU_ISCO08_6,2020,3.4,,,T30:110,R1:3513
AFG,EAR_GGAP_OCU_RT,BA:15715,OCU_ISCO08_7,2020,-27.78,,,T30:110,R1:3513
AFG,EAR_GGAP_OCU_RT,BA:15715,OCU_ISCO08_8,2020,-61.76,,,T30:110,R1:3513
AFG,EAR_GGAP_OCU_RT,BA:15715,OCU_ISCO08_9,2020,-21.97,,,T30:110,R1:3513
AFG,EAR_GGAP_OCU_RT,BA:15715,OCU_ISCO08_0,2020,-57.55,,,T30:110,R1:3513
AFG,EAR_GGAP_OCU_RT,BA:15715,OCU_ISCO08_X,2020,-18.48,,,T30:110,R1:3513
ALB,EAR_GGAP_OCU_RT,BB:7401,OCU_ISCO88_TOTAL,2002,23.5,,,T30:159,R1:3513
ALB,EAR_GGAP_OCU_RT,BB:7401,OCU_ISCO88_1,2002,37.11,,,T30:159,R1:3513
ALB,EAR_GGAP_OCU_RT,BB:7401,OCU_ISCO88_2,2002,-1.09,,,T30:159,R1:3513
ALB,EAR_GGAP_OCU_RT,BB:7401,OCU_ISCO88_3,2002,43.29,,,T30:159,R1:3513
ALB,EAR_GGAP_OCU_RT,BB:7401,OCU_ISCO88_4,2002,-7.78,,,T30:159,R1:3513
ALB,EAR_GGAP_OCU_RT,BB:7401,OCU_ISCO88_5,2002,30.48,,,T30:159,R1:3513
ALB,EAR_GGAP_OCU_RT,BB:7401,OCU_ISCO88_6,2002,42.13,,,T30:159,R1:3513
ALB,EAR_GGAP_OCU_RT,BB:7401,OCU_ISCO88_7,2002,44.7,,,T30:159,R1:3513
ALB,EAR_GGAP_OCU_RT,BB:7401,OCU_ISCO88_8,2002,43.96,,,T30:159,R1:3513
ALB,EAR_GGAP_OCU_RT,BB:7401,OCU_ISCO88_9,2002,29.95,,,T30:159,R1:3513
ALB,EAR_GGAP_OCU_RT,BB:7401,OCU_ISCO08_TOTAL,2012,16.8,,,T30:159,R1:3513
ALB,EAR_GGAP_OCU_RT,BB:7401,OCU_ISCO08_1,2012,27.49,,,T30:159,R1:3513
ALB,EAR_GGAP_OCU_RT,BB:7401,OCU_ISCO08_2,2012,14.87,,,T30:159,R1:3513
ALB,EAR_GGAP_OCU_RT,BB:7401,OCU_ISCO08_3,2012,35.13,,,T30:159,R1:3513
ALB,EAR_GGAP_OCU_RT,BB:7401,OCU_ISCO08_4,2012,27.15,,,T30:159,R1:3513
ALB,EAR_GGAP_OCU_RT,BB:7401,OCU_ISCO08_5,2012,8.18,,,T30:159,R1:3513
ALB,EAR_GGAP_OCU_RT,BB:7401,OCU_ISCO08_6,2012,27.71,,,T30:159,R1:3513
ALB,EAR_GGAP_OCU_RT,BB:7401,OCU_ISCO08_7,2012,46.75,,,T30:159,R1:3513
ALB,EAR_GGAP_OCU_RT,BB:7401,OCU_ISCO08_8,2012,53.56,,,T30:159,R1:3513
ALB,EAR_GGAP_OCU_RT,BB:7401,OCU_ISCO08_9,2012,42.87,,,T30:159,R1:3513
ALB,EAR_GGAP_OCU_RT,BB:7401,OCU_ISCO08_0,2012,23.36,,,T30:159,R1:3513
ALB,EAR_GGAP_OCU_RT,BB:7401,OCU_ISCO08_X,2012,,U,,T30:159,R1:3513
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_TOTAL,2004,4.82,B,,T30:61_I11:264,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_1,2004,41.09,B,,T30:61_I11:264,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_2,2004,20.97,B,,T30:61_I11:264,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_3,2004,10.25,B,,T30:61_I11:264,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_4,2004,4.8,B,,T30:61_I11:264,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_5,2004,11.25,B,,T30:61_I11:264,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_6,2004,4.64,B,,T30:61_I11:264,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_7,2004,19.02,B,,T30:61_I11:264,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_8,2004,17.52,B,,T30:61_I11:264,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_9,2004,-16.01,B,,T30:61_I11:264,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_X,2004,8.08,B,,T30:61_I11:264,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_TOTAL,2005,5.88,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_1,2005,44.98,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_2,2005,18.38,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_3,2005,12.16,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_4,2005,5.34,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_5,2005,9.57,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_6,2005,23.34,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_7,2005,18.93,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_8,2005,1.43,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_9,2005,-7.93,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_X,2005,12.82,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_TOTAL,2006,3.53,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_1,2006,15.97,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_2,2006,21.49,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_3,2006,4.9,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_4,2006,5.7,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_5,2006,11.15,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_6,2006,27.26,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_7,2006,-9.24,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_8,2006,24.65,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_9,2006,-4.9,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_X,2006,7.17,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_TOTAL,2008,2.27,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_1,2008,-3.02,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_2,2008,8.39,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_3,2008,10.59,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_4,2008,5.19,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_5,2008,13.65,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_6,2008,-31.1,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_7,2008,12.35,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_8,2008,11.83,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_9,2008,5.38,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_X,2008,2.56,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_TOTAL,2009,-1.36,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_1,2009,3.97,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_2,2009,5.76,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_3,2009,6.5,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_4,2009,5.14,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_5,2009,10.69,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_6,2009,47.2,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_7,2009,-6.01,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_8,2009,-12.62,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_9,2009,3.05,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_X,2009,-8.47,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_TOTAL,2010,-1.85,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_1,2010,2.36,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_2,2010,5.84,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_3,2010,10.6,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_4,2010,2.64,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_5,2010,13.34,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_6,2010,-170.23,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_7,2010,-8.71,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_8,2010,20.06,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_9,2010,0.16,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_X,2010,-11.61,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_TOTAL,2011,1.38,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_1,2011,14.89,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_2,2011,9.73,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_3,2011,5.85,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_4,2011,8.54,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_5,2011,12.93,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_6,2011,4.9,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_7,2011,14.01,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_8,2011,27.11,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_9,2011,-1.3,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_X,2011,-6.92,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_TOTAL,2012,-0.87,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_1,2012,-5.89,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_2,2012,11.32,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_3,2012,8.74,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_4,2012,5.66,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_5,2012,12.86,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_6,2012,24.56,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_7,2012,5.81,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_8,2012,19.21,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_9,2012,-2.04,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_X,2012,-21.54,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_TOTAL,2013,1.03,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_1,2013,1.4,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_2,2013,16.91,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_3,2013,10.57,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_4,2013,4.39,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_5,2013,14.75,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_6,2013,-9.32,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_7,2013,2,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_8,2013,19.34,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_9,2013,-0.05,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_X,2013,-15.61,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_TOTAL,2014,-0.47,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_1,2014,6.04,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_2,2014,12.54,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_3,2014,4.88,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_4,2014,4.03,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_5,2014,17.04,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_6,2014,-22.98,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_7,2014,15.46,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_8,2014,20.16,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_9,2014,-6.81,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_X,2014,-8.84,,,T30:61_I13:3888,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_TOTAL,2017,-0.9,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_1,2017,9.64,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_2,2017,11.73,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_3,2017,6.57,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_4,2017,7.91,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_5,2017,13.71,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_6,2017,9.06,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_7,2017,3.79,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_8,2017,22.1,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_9,2017,-9.42,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_X,2017,-1.31,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_TOTAL,2018,1.53,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_1,2018,14.63,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_2,2018,15.17,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_3,2018,6.86,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_4,2018,5.43,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_5,2018,16.24,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_6,2018,-29.1,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_7,2018,6.64,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_8,2018,22.54,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_9,2018,-6.6,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_X,2018,-7.18,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_TOTAL,2019,-0.38,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_1,2019,8.93,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_2,2019,7.95,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_3,2019,5.61,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_4,2019,4.67,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_5,2019,13.36,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_6,2019,-55.36,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_7,2019,-8.13,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_8,2019,29.88,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_9,2019,-0.24,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_X,2019,-11.99,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_TOTAL,2020,-0.14,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_1,2020,24.41,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_2,2020,20.25,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_3,2020,0.39,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_4,2020,-2.42,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_5,2020,4.25,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_6,2020,11.08,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_7,2020,8.83,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_8,2020,39.31,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_9,2020,-3.9,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_X,2020,2.33,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_TOTAL,2021,1.38,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_1,2021,17.19,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_2,2021,13.47,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_3,2021,16.59,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_4,2021,-1.22,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_5,2021,14.95,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_6,2021,0.78,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_7,2021,2.6,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_8,2021,32.98,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_9,2021,-9.85,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:150,OCU_ISCO08_X,2021,-21.18,,,T30:61,R1:3513_S4:33
ARG,EAR_GGAP_OCU_RT,BA:153,OCU_ISCO08_TOTAL,1986,15.79,,,T30:256_T7:124,R1:3473_S4:32
ARG,EAR_GGAP_OCU_RT,BA:153,OCU_ISCO08_TOTAL,1987,12.5,,,T30:256_T7:124,R1:3473_S4:32
ARG,EAR_GGAP_OCU_RT,BA:153,OCU_ISCO08_TOTAL,1988,11.31,,,T30:256_T7:124,R1:3473_S4:32
ARG,EAR_GGAP_OCU_RT,BA:153,OCU_ISCO08_TOTAL,1991,6.71,,,T30:256_T7:124,R1:3473_S4:32
ARG,EAR_GGAP_OCU_RT,BA:153,OCU_ISCO08_TOTAL,1992,8.33,,,T30:61_T7:124_I11:268,R1:3473_S4:33
ARG,EAR_GGAP_OCU_RT,BA:153,OCU_ISCO08_TOTAL,1993,7.69,,,T30:61_T7:124_I11:265,R1:3473_S4:33
